"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemnumber","itemname","description_of_issue","state","operating_company","segment","creation_date","escalation_lead_or_quality_rep","action_plan_or_proposed_action","highest_escalation_level_reached","user_comments"
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-57f047ec-7264-4d4f-8629-7c417d877966-1234-$record.itemRef","57f047ec-7264-4d4f-8629-7c417d877966","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2247963",Level 1-CNTO148UCO3003 Site L82-IL10006 Protocol Amendment 4 and Adult ICF V4.0 implemented without approval from EC,"Trigger for escalation: In the CNTO148UCO3003 study, Site L82-IL10006 implemented Protocol Amendment 4 and Adult ICF V4.0 without Ethics Committee (EC) approval. Four participants at the site were impacted.

Protocol amendments and ICFs must be submitted to and approved by ECs prior to implementation, as there is potential impact to subject rights and safety.

Upon discovering the missing approvals, Protocol Amendment 4 and Adult ICF V4.0 were submitted to the EC and subsequently approved 08 Dec 2022. Additionally, a major issue was reported by the site to the EC acknowledging the oversight, which was approved by the EC on 23 Nov 2022.

Background Information:
At the 30-31 Oct 2022 on-site monitoring visit, the Janssen Site Manager (SM) noticed that Ethics Committee (EC) approval letter for Protocol Amendment 4 and Adult ICF V4.0 was not available in the Investigator Site File. 
Upon investigation, it was determined that these 2 documents were not part of the package submitted electronically to the EC in August 2021. As a result, the site was working under an unapproved Protocol Amendment and Informed Consent.
The changes from Protocol Amendment 3 to Protocol Amendment 4 were related to terminating enrollment into and reducing the number of visits for the infliximab arm for the following reasons: interpretable golimumab study data will be available without the infliximab arm, limited ability to interpret the infliximab data, and updated study feasibility assessments.
Subsequently, Protocol Amendment 4 and Adult ICF V4.0 were submitted to the EC on 16 Nov 2022 along with a Major Issue indicating that the site had been working with the unapproved documents. The EC approved the study documents on 08 Dec 2022.
The site enrolled 5 subjects, 1 of which discontinued prior to this issue; therefore, 4 subjects were impacted.",Closed,Janssen Pharmaceutical,Pharma - R&D,2023-04-06 19:32:56.000,"SAMWORTH, MELISSA",Site received approval from EC for Protocol Amendment 4 and Adult ICF 4.0 and Major Issue. Investigation to continue under QI 2247963 record.,No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-581b20c9-713f-4ee5-b2ba-efa973933214-1234-$record.itemRef","581b20c9-713f-4ee5-b2ba-efa973933214","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2212486",Level 1- Drug preparation and administration error: Tocilizumab (concomitant med) was given instead of Teclistamab,"Executive Summary
Trigger for escalation:  Drug preparation and administration error, whereby Tocilizumab (concomitant medication) was given subcutaneously instead of Teclistamab (study medication) with potential serious breach reporting required.  Site GB10001: Royal Marsden Hospital, PI Boyd.  Patient has been informed of the error.

Background:
The Tocilizumab (Toci) formulation given to the patient 100029 at C10 on 03jan2023 was for intravenous (IV) use, not Subcutaneous (SC) use. The dose of Toci given to the patient was the same as the intended Teclistamab (Tec) dose (334mg) and not in line with the label requirements for Toci. The Teclistamab C10 dose was not administered on 03Jan2023 as planned. Another visit was scheduled on 05Jan2023 where Tec was administered delayed, but still within window.
On 03Jan2022, study IP prescription and pharmacy procedures were done correctly. Vial number was correctly assigned via IWRS. Tec was prescribed and dispensed from the pharmacy at the correct dose. At the site, Tocilizumab is stored in the fridge at the day unit in order to be available for Cytokine Release syndrome (CRS) reactions. The Toci was not labelled for patient 100129, however Toci was taken from the fridge by site staff, reconstituted at the Teclistamab dose, second checked by another nurse who also did not identify the drug error, and then administered to the patient.
The error was then noted when the Teclistamab arrived at the day unit from the aseptic pharmacy unit.

Patient impact
Per Study Responsible Physician (SRP) during the Serious Breach meeting on 06Jan2023 the impact to the patient is to be determined since the patient was neutropenic on 05Jan23. If the neutrophil count recovers and the patient has no infections while the neutrophil count is low, then there is no significant impact to patient safety. If the neutrophil count does not recover then there is a greater chance for risk of infection which constitutes a potential safety impact to the patient. The patient was administered delayed Teclistamab on 05Jan23 and given G-CSF while lenalidomide was held.

There are currently three subjects on treatment at site GB10001 (Subjects 100102, 100125 and 100129); no other dosing or medication errors have been identified.",Closed,Janssen Pharmaceutical,Pharma - R&D,2023-01-06 17:46:07.000,"DALTON, PATRICK","Patient records have been reviewed for all enrolled at the site and no other dose or medication errors have been identified at this time.
A full investigation at the site has been initiated to determine corrective/preventative actions.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-581cc717-90d5-4b99-9acf-a66ee9530483-1234-$record.itemRef","581cc717-90d5-4b99-9acf-a66ee9530483","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2174192",Critical Observation  (DSP2022Q25988)  - Severe non-compliances to the DDI guidelines in NME data crPhage (IDP6069),"During the discovery audit (DSP2022Q25988) on data generated for NME declaration of the project crPhage PA Blood Streams Inf (IDP6069) in the Infectious Diseases Therapeutic Area, severe non-compliances to the Discovery Data Integrity (DDI) guidelines on NME Reporting, Experimental Record Keeping and Data Storage were observed resulting in a critical observation. 

In summary, the identified quality concerns are related to data accuracy, data reconstruction and potential for bias. A deeper evaluation by the team will be required to further understand the extent and impact of the findings on the conclusions used for NME declaration.

Further details will be included in the audit report.",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-10-05 15:58:40.000,"LAVRIJSSEN, TOM","Relevant CAPA's to be developed by the auditees.
Details outlined in audit report.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-583d2a8a-5471-4ac8-8be3-19b558f87970-1234-$record.itemRef","583d2a8a-5471-4ac8-8be3-19b558f87970","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2140419",Health Authority Meeting to discuss Janssen actions taken to manage patient safety in trial 64407564MMY1004,"Trigger for Escalation:  Receipt of HA correspondence from the Netherlands (IGJ). At the request of IGJ, a meeting was held on 27 June 2022 between Janssen representatives and IGJ GCP Inspectors to discuss the inspectors’ perspective that Janssen should have notified the IGJ (and other Health Authorities) and the Ethics Committees of the changes to dosing regimens through submission of a Substantial Amendment.  This is the second Health Authority to approach Janssen about modifications based on SET decisions.  The ANSM (France) posed questions and concerns to Janssen that were very similar to IGJ, starting in May.  These communications were initially escalated on 10 May 2022 (REACT TW record 2114985) and are ongoing.

Background:
A SUSAR (Gr4 multi organ failure) was reported in one cohort for this trial (Regimen A: talquetamab and carfilzomib) and submitted globally on 29 March 2022.  Based on recommendation of the talquetamab SMT, dosing with carfilzomib was  paused while a Study Evaluation Team (SET) meeting could be held.  The SET recommended reducing the dose of  carfilzomib and additional pre/post dose hydration and increased dose of dexamethasone to mitigate risk.  These changes  were implemented based on recommendations of the SET, as per the approved protocol.  Section 4.1.3 of the protocol provides the SET with broad responsibilities for monitoring treatment emergent data and making decisions to modify dose, change treatment or procedure schedules, and place temporary hold on enrolment for any parts of the study to ensure continued safety of participants enrolled in the study, with communications to investigators and regulatory authorities, as required.  Because these SET responsibilities were approved by all Health Authorities (including IGJ) prior to the start of the study, whereby changes to dose regimens by the SET were possible, Janssen did not submit these changes as a substantial amendment to the protocol prior to implementation/communication to investigators. 

The US FDA subsequently placed the trial on partial hold on 28 Apr 2022 to pause any further enrolment into all regimens including carfilzomib until safety information could be further assessed.  Enrolled patients were allowed to continue if reconsented.

The SMT determined on 4 May 2022 to extend the enrolment hold to all countries, and informed relevant Health Authorities through an Urgent Safety Measure (USM) notification on 6 May 2022.

The Netherlands Health Authority (IGJ) responded to the USM notification on 8 Jun 2022 with questions regarding Janssen’s prior actions to implement the dose reduction of carfilzomib and additional changes to pre/post dose mitigations.  In response to questions, Janssen provided relevant SMT and SET meeting minutes, and through review of those minutes, IGJ has noted other changes that were implemented based on SET recommendations (as specified in the approved protocol).

IGJ stated that any changes of this nature that are being taken to preserve or protect the health and well being of study subjects are, by nature, substantial amendments according to EU regulation.  The Janssen team has contended that the protocol provided for the ability for these types of changes to be made based solely on SET recommendation, and so an immediate substantial amendment was not viewed as required.  The inspectors have requested that Janssen submit a substantial amendment to address all changes implemented based on SET recommendations, and to copy them on the submission of the Substantial Amendment to IGJ and the Ethics Committee.  Assuming the submission does not raise further questions, they do not intend to take further actions at this time.

Janssen has generated minutes of this meeting that were shared with IGJ on 1 Jul 2022.",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-07-11 20:07:56.000,"DALTON, PATRICK","• GRA: issue meeting minutes internally and to IGJ for agreement. Meeting minutes were sent to IGJ on 01July2022
• Janssen team/GRA: submit substantial amendment, as requested, copying GCP inspectors. Team is awaiting feedback from the FDA on Protocol Amendment 3 (to lift the hold). Once feedback is received, plan is to submit to ROW (Expected between July - August).
• Other actions may be considered due to ongoing discussions with ANSM (France).",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-5935c8be-15dd-4124-ba82-dd7524dd1560-1234-$record.itemRef","5935c8be-15dd-4124-ba82-dd7524dd1560","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2322651",Critical Observation SAHPRA (South African Health Authority) Clinical Site Inspection Report-Dr. Hilde Russouw,"Critical Observation related to inaccuracies and inconsistencies identified within source data and EDC was cited in HA report issued 30Oct2023, received on 01Nov2023.

SAHPRA (South Africa Agency) conducted on 17-19OCT2023, a GCP focused clinical site inspection at the site of Dr Russouw (Western Cape - South Africa), running the 42847922MDD3001 study (Seltorexant in patients with major depressive disorder). 

The inspection report issued to the Principal Investigator on 30OCT, included a critical finding (per the SAHPRA rating definitions). This critical finding referred to typos/incorrect dates, isolated source documentation issues including missing records supporting patient’s reimbursement…
There is no impact on patient safety, nor on study data integrity.

Actions
The Sponsor and CRO Teams will partner with the PI in addressing the non-compliances noted in the inspection report.",Closed,Janssen Pharmaceutical,Pharma - R&D,2023-11-01 13:56:00.000,"Bodnar, Annemarie","South African Health Products Regulatory Authority (SAHPRA)  inspection report-critical observation related to inaccuracies and inconsistencies in source documents and EDC. CURVE# 377770

Actions
The Sponsor and CRO Teams will partner with the PI in addressing the non-compliances noted in the inspection report.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-59e5b298-7d3d-4fa0-b3c4-be153224abb3-1234-$record.itemRef","59e5b298-7d3d-4fa0-b3c4-be153224abb3","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2048333",Potential unblinding incident in MACITPEH trial due to data integration error from IWRS to EDC,"Trigger for Escalation: Unintended unblinding that has a significant impact on trial conduct.

67896062CTP3001 (MACiTEPH) is a Phase 3 trial in Pulmonary Hypertension TA which is currently in the double-blind phase.  

It was confirmed on 23Nov2021 that the IWRS provider, Signant, has been integrating unblinded treatment codes into the RAVE EDC system from the start of the trial that can be decipherable to those that view the data.  The data integration specifications were incorrectly applied by Signant: the treatment code (macitentan/placebo) should have been the treatment code reflected; however, patients that were randomized to macitentan have the treatment code (macitentan) in the system.  

First subject was enrolled in August 2020.  As of November 2021, 19 subjects have been enrolled out of the planned 144 subjects and 17 are potentially impacted.

Multiple parties have had access to unblinded data including Statistics, Statistical programmers, Medical reviewers, Data management (including CRO), and the site staff via EDC and other systems / reports.  Sponsor staff has access to data for all patients and site staff only have access to the data for patients at their site.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-11-24 17:44:58.000,"NIZNIK, MICHELLE","- New Data Integration Specifications to be implemented to clarify that the values not containing ‘/Placebo’ should not be sent during double blind treatment period.
- Signant Health stopped integration MedKit name so the containing variable cannot be sent since 16 Nov. Randomization at the site will be unaffected: eCRF for the randomization visit will be temporarily not visible for the sites
- Investigation on affected datasets/listings/systems and urgent actions to blind/remove data. 
- When it is confirmed that data has been blinded/removed from affected datasets/listings/systems, communication will be sent to ask all users to  assess additional actions needed on reports generated from outside of systems.
- Conduct Quality Investigation to assess impact to unblinded subjects, trial data, Janssen / site staff that viewed treatment assignments in EDC",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-5b950862-259b-4478-8718-2cf5819b26da-1234-$record.itemRef","5b950862-259b-4478-8718-2cf5819b26da","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"1988159",MajesTEC-1-P3 - ePRO Data Capture on Different Sponsor Tablet with potential impact to patient privacy/ data integrity,"The MajesTEC-1-P3 study team was notified on late Friday, June 18th 2021 that ePRO data is missing for 8 of 11 subjects at site US10022 (Dr. Nooka, Winship Cancer Institute Emory University, USA) in MajesTEC-1-P3 (TECLIMMY1001 Part 3), due to entry on an ePRO tablet belonging to another Sponsor (GSK) rather than the YPrime ePRO tablet used in this study. The issue was identified via a  routine remote monitoring visit (7-10June2021), and is related to human error by the site research coordinator in using an identical tablet from another sponsor instead of the Janssen tablet. 
In total, 15 PRO opportunities were missed – screening ePRO data was missed for all 8 impacted subjects. This data is not likely to be recovered per the study team so change from baseline will likely not be measurable for these 8 subjects. PRO data is being used for Secondary Endpoint analysis only.

Issue impact considered: 

Safety: No impact. The issue only impacts patient-reported outcome in the secondary analysis, and has no impact on primary safety data analysis or safety risk for subject treatment.  

Data Integrity: Minimal to no impact. The issue impacts ePRO baseline data for 8/11 subjects enrolled at site US10022 in MajesTEC-1 part 3. The team is not aware of any other sites who have made mistakes with a GSK or other sponsor tablet.
From statistical point of view, 8 subjects missing data will dilute the results. However, the study has over-enrolled (i.e., Phase 2 Cohort A planned to enroll 100 subjects and actually enrolled 110 subjects). Hence the potential statistical impact should be small. For primary analysis, only 1 of these 8 subjects would be impacted for PROs since the analysis set will be based on treatment start date and the other subjects were treated after the set date (18Mar2021 cut-off). 
Seven of the eight subjects with missing baseline PROs are African Americans (AA). The is no AA analysis planned at the moment. A future analysis may be of interest, and the impact could be substantial if there is an interest to evaluate PROs in AA subjects. 
The team will still explore if any of the data on the GSK tablet can be leveraged to Janssen data needs, which may be possible for 1 of the 3 ePRO questionnaires only. The GSK tablet has 5 questionnaires, while Janssen has 3. The only overlapping ePRO is “EORTC QLQ-C30: European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire 30-item Core Module.” It’s still unknown which version of this questionnaire GSK is using, and if the data can be retrieved for Janssen use, possibly via a paper output and manual data entry.  
GSK has been informed on June 22, 2021  and the site will follow up with GSK to discuss how to proceed. 

Patient Rights/ Privacy: Minimal to no impact. The GSK ePRO questionnaires only include subject ID and year of birth. No other patient identifiers were collected. 
Site personnel plans on removing all relevant questionnaire data from the GSK tablet. Data collection in the GSK study is not active at this point, and no data was transmitted. GSK has not seen the data and deletion without remaining privacy impact is an option.
The site consulted their IRB and agreed there is no need to advise the patients involved of this situation as no PHI (Protected Health Information) or privacy was compromised.
A parallel Privacy Record is considered by the US Privacy Officer (L.Turso; record ID will be added when known).",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-06-25 13:06:38.000,"Langevoort, Mariska","- Quality Issue Investigation pending completion, along with associated RCA and CAPA 
- Patient privacy impact assessment to be completed by Privacy group",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-5e3639be-cdec-4113-9ce8-8593b0099cf2-1234-$record.itemRef","5e3639be-cdec-4113-9ce8-8593b0099cf2","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2114990",Local UK EC requested Serious Breach assessment regarding blood samples lost in shipment for 73763989HPB2004 study,"Trigger for escalation: The Research Ethics Committee (REC) at the site of PI Agarwal (GB10001) requested the sponsor notify the MHRA of a serious breach regarding a shipment of lost blood samples that occurred in January 2022. Five (5) samples from 4 subjects containing peripheral blood mononuclear cells (PBMC) that were analyzed as part of exploratory endpoints in the 73763989HPB2004 study were damaged during shipment between the sample processing lab and the long-term storage facility. The shipping vendor (World Courier) opened a quality investigation and a corresponding Janssen quality issue was documented (2091447). Upon review of the incident by Janssen it was determined this was a single occurrence, and there was no impact to patient safety, data integrity or patient privacy. After notification to the EC of the issue on 22 April, and after consulting their internal breaches team, they requested ""...that the loss of the samples would constitute a Serious Breach and should be notified to both the MHRA and the REC via the breach reporting process"".   The REC was scheduled to review the case during a sub-committee meeting on 10 May.  

As per the request of the REC the sponsor communicated to the MHRA on 09 May regarding the outcome of Janssen's assessment of the quality issue, confirming it was not a significant quality issue.  The sponsor concluded that there was no impact to patient safety, data privacy (samples were coded with patient number only) or data integrity.

On 11 May, the REC replied to Janssen indicating the sub-committee has completed their review of the report and supporting information and have agreed that no further action is required.


September 18, 2024:  Record is re-opened per NC-021703 to add additional information relative to the serious breach notification.",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-05-06 19:13:52.000,"Patel, Parul","1. World Courier Vendor Actions taken for QI 2091447:
•	Staff retraining",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-5f30a92e-70d3-4936-93af-3e15caf1057b-1234-$record.itemRef","5f30a92e-70d3-4936-93af-3e15caf1057b","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2254022",Use before date of VesiCulture product in trial 17000139BLC3002,Third party product Vesiculture was packaged in kit P&L orders T323376 and T335839 for use in trial 17000139BLC3002. The orders were released with an incorrect expiry date (1 month too long). The expiry date was based on the original expiry date listed in the CoA and commercial packaging of VesiCulture by manufacturer AJ Vaccines. It was however not noticed that AJ Vaccines had reported the expiry date as a 'Use before' date instead of Expiry date. Both orders were therefore assigned a Janssen expiry date going 1 month beyond the actual expiry of the product.,Closed,Janssen Pharmaceutical,Pharma - R&D,2023-04-25 12:25:17.000,"VAN HEUVERSWYN, Maite","1. Availability of additional stability information to cover the additional month to be requested from AJ Vaccines to complete the investigation documentation.
2. 
- Order T345977 will be reworked (update expiry labeling per TV-SOP-09605) at P&L facility Catalent Schorndorf, Germany as soon as possible.
- Order T335839 will be reworked (update expiry labeling per TV-SOP-09605) at clinical sites and/or depots or will be damaged out once correct re-supply is available, to avoid immediate patient/trial impact.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-63dbd1d2-58e2-4026-bfcd-dcd2a252b943-1234-$record.itemRef","63dbd1d2-58e2-4026-bfcd-dcd2a252b943","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2310439",LEVEL 2_ANMAT Commitment letter requirement for TB Skin Testing not met 17000139BLC3001 (SR-2),"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue.  On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening.  

Background: 
A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023.  The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021.  The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis.  All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter.  Currently there are 10 sites open in Argentina.  The commitment letter requires additional assessments outside the protocol.  The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e, protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening.  The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening).  However, the TB skin test, was an assessment done outside of the protocol requirements.  TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion # 30 that “Must not have active tuberculosis.” The protocol does not require a specific assessment to rule out tuberculosis.  


ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009.  It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening.  The following sites failed to conduct TB Skin Tests:  S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient.  

Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion # 30, that “Must not have active tuberculosis.” The protocol does not require a specific assessment to rule out tuberculosis.  Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment.  

Impact: 
There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests:  S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient.  

The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done.   Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and
Pelvis were performed at screening which would indicate presence of active Tuberculosis.  

If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",Closed,Janssen Pharmaceutical,Pharma - R&D,2023-09-27 21:38:39.000,"Moya, Isabelle","•	Include country specific appendix for Argentina with the latest protocol Amendment 4 approval in Argentina is expected in OCT 2023
•	Clinical Management Plan (monitoring plan) will be updated with Argentina specific guidance to reflect the Commitment letter requirements.
•	The local team to ensure that sites that are active and non-enrolling sites are aware of the commitment requirement for TB skin test at screening to rule out exclusion # 30.  
•	The clinical team will review all adverse events and serious adverse events for all 16 patients.
•	Site S71-AR10010 enrolled 2 patients; 1 patient withdrew consent; the other patient will have TB skin test done at the next subject visit. 
•	Site S71-AR10009 enrolled 16 patients; PI has committed to the ethics committee to conduct a TB skin test for all 14 active patients at their next study visit.  
•	Site S71-AR10004 enrolled 1 patient; patient had TB skin test and was negative.  
•	Site S71-AR10005; signed a commitment letter, has not enrolled any patients yet.  The PI was informed of the TB skin test requirement.",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-6450db53-1a06-4fbf-98e1-4145820e031c-1234-$record.itemRef","6450db53-1a06-4fbf-98e1-4145820e031c","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"1995678",COV19VAC - VAC31518COV3001- ENSEMBLE study vaccines used outside of study,"VAC31518COV3001/ENSEMBLE, Site ZA10027; Site ZA10028 (South Africa)

Investigational Product from the Janssen VAC31518COV3001 trial was used without appropriate sponsor approval in the South African Medical Research Council sponsored SISONKE/VAC31518COV3013 trial.
Two sites in South Africa used the Janssen ENSEMBLE vaccine low dose vials (2X 10^11 VP/mL) to vaccinate participants in the SISONKE collaborative study where high dose vials are used (5X10^10 VP/mL). Thirteen doses were administered at Site ZA10027 and 16 doses at Site ZA10028.  

The local Health Authority and Ethics Committee were consulted prior to receiving approval from appropriate sponsor representative including Qualified Person.  A Quality issue has been opened.  The impact is being further investigated, including assessment of safety risks related to dosing.",Closed,Janssen Pharmaceutical,Pharma - R&D,2021-07-14 15:27:58.000,"CLAES, ROBBY","VAC31518COV3001: 
IQVIA is being requested to:
- ensure drug accountability is documented for each impacted vial.
- summarize which type of vaccines (low dose/high dose) are approved for use in the impacted countries.
- investigate how reoccurrence can be avoided. 

VAC31518COV3009:
-	Check if South African sites running COV3009 and SISONKE are impacted (some COVPN sites are participating in both trials).",No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-6497d413-1291-40ba-a8b6-273cbc95e630-1234-$record.itemRef","6497d413-1291-40ba-a8b6-273cbc95e630","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2075074",Potential leakage of personal information due to unauthorized access to CRO server,"Trigger for Escalation: Possible Personal Identifiable Information (PII) Data Leakage from 2 clinical studies at a CRO in Japan          

Background:
On 17 Jan 2022, Linical Co., Ltd., a Japanese CRO, informed Japan Clinical Operation (JCO) that there has been an unauthorized access of their file server on 06 Dec 2021, and information were stolen and leaked. 
Linical did an investigation, and provided a report on 17 Jan 2021. Two (2) JCO studies for Tapentadol were identified, JNS024JPNER-JPN-C03 and JNS024JPNER-KAJ-C02. Tapentadol is a opioid pain medication, used for cancer pain treatment. 

The report stated there is a possible information leak of the following:
1.	Licenses of Narcotics (including the personal address of the person in charge of your company):  53 cases
2.	Bank account information of doctors and CRCs:  8 cases
3.	Doctor's CV (including private information such as personal address):  5 cases
4.	Subject information (including name, etc.):  4 cases

These two (2) studies were conducted by Linical Co., LTD, in 2010. At present, there is no JCO study conducted by Linical, and JCO does not have an active contract with Linical.

Significant Impact:
Subject’s Personal Identifiable Information (PII) data leak.",Closed,Janssen Pharmaceutical,Pharma - R&D,2022-01-31 13:10:21.000,"NISHIO, SHOHGO",Linical is going to have a direct communication for apology with the site and site investigator/pharmacist/staffs which is applied to possible leaked documents.,No Subsequent Escalation,
"01966ca2-7ddd-7085-bc3d-0966f1ce7f5a-6870516e-0922-4e49-a03f-931830102b17-1234-$record.itemRef","6870516e-0922-4e49-a03f-931830102b17","01966ca2-7ddd-7085-bc3d-0966f1ce7f5a",CypressTC2 – Streamer Test,"1234",2025-05-13 00:00:00.000,"2327732","Level 1: HA Italy conditional approval for SunRIse 1, 2, 3, 4, requiring device application and temp. enrollment hold","Executive Summary: 
Trigger for Escalation:   AIFA (HA Italy) placed a conditional approval for the SunRIse trials, requesting a separate CIA (clinical investigation application) for the Urinary Placement Catheter (UPC) device, and requested a temporary enrollment hold on November 15th 2023.  

Background: The UPC is used for the intravesical placement of TAR-200 in the bladder. It does not have a CE mark and is a low-risk, Class I sterile device. The four SunRIse studies were designed to evaluate TAR-200 alone or in combination with cetrelimab and are not a clinical evaluation of the UPC to demonstrate conformity nor to evaluate or establish the performance, clinical benefit, or safety of the UPC. Therefore, per Article 62 (1) of the MDR, it was the opinion of the Sponsor at the time of trial design and start that a clinical investigation application to the health authority for this Class I sterile, low-risk device separate to the CTA application for the TAR-200 integral drug-device combination product was not warranted and confirmed with the Italian HA. 
  
AIFA has now communicated with the local team that the UPC device should have a Clinical Investigation Agreement (CIA) submitted for each study in order to resolve this issue.  AIFA asked to place a hold on enrolment for all SunRIse studies until the CIA is approved for use of the UPC device for SR 1, 2, 3, and 4 studies.   This impacts patients in screening (no ICF signed) by November 15th 2023, but patients on treatment can continue treatment.

The Sponsor acknowledges the understanding device-related requirements have evolved in the past years and has agreed to submit a separate CIA application as soon as possible.

Next Steps:
A Clinical Investigation Application (CIA) for the UPC device will be submitted for all SunRIse studies (SunRIse, 1, 2, 3, 4) to the AIFA.  An enrolment hold for new patients will be put in place until approval, which is expected to be expedited in under 60 days to minimize impact.",Closed,Janssen Pharmaceutical,Pharma - R&D,2023-11-15 20:14:36.000,"CLAES, ROBBY","Next Steps:
A Clinical Investigation Application (CIA) for the UPC device will be submitted for all SunRIse studies (SunRIse, 1, 2, 3, 4) to the AIFA.  An enrolment hold for new patients will be put in place until approval, which is expected to be expedited in under 60 days to minimize impact.",No Subsequent Escalation,
