"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","spec_id","version","product_or_material_description","version_status","spec_name","notes","common","local_ref","create_by","approved_by","approval_reason","smd_reference","make_current","analysis","measurement","concatenate_cqa","limit_type_id","limit_1","limit_2","units","stability"
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b0-6c82-78c6-b98f-1459b9bbd59b-123-Spec-00040098|16|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b0-6c82-78c6-b98f-1459b9bbd59b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|16|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"16",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"pkalaimo (GVW) - 10/Jun/2024 - Update of Specification as per LCRF.
1. Replaced DILUTION SEC HPLC C with SAMPLE DILUTION 3C parameter list.
",,,pkalaimo,Lwiertzb,Review and approval GQS by LCRF,TV-SPEC-67180,Tue Jun 11 08:28:06 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b1-35c1-7439-a511-24bb641dbc8e-123-Spec-00040113|2|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b1-35c1-7439-a511-24bb641dbc8e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|2|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"2",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE,"21JUN2023 nchadwi2 (GQS) - updated threshold per LCRF and ADSI supplementary information.",,,nchadwi2,WVeen1,addition/update LOQs per LCRF and AD-SI supplementary info,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jun 21 10:28:08 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b1-9c9c-773a-a8fe-f5db432f3fa8-123-Spec-00040113|18|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b1-9c9c-773a-a8fe-f5db432f3fa8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|18|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"18",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"lwerner3(SH) - 16-Jun-2024 - Schaffhausen Pharma Request Form: eFORM-SCH_2024-06-11_Reto Glaus_Due Date 2024-06-26_LM
Removal of Leiden as backup lab from the Amivantamab SC specification
Remove Technique of BIOASSAY + BIOASSAY 15 + BIOASSAY 1 + PH20 ACTIVITY
Update WS for BIOASSAY to 4424_S_adccrtp
Update WS for BIOASSAY 1 to 4424_S_cmet
Update WS for BIOASSAY 15 to 4424_S_adcc
Update WS for PH20 ACTIVITY to 4424_S_ph20_act
",,,lwerner3,sademosk,eFORM-SCH_2024-06-11_Reto Glaus_Due Date 2024-06-26_LM,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jun 19 11:41:22 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b2-0bee-7586-9712-820abf0bf844-123-Spec-00026801|4|8N 14NC|DIL HIC REAGENTS : Component 15|INH|>=|10.0|||UL","019276b2-0bee-7586-9712-820abf0bf844","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00026801|4|8N 14NC|DIL HIC REAGENTS : Component 15|INH|>=|10.0|||UL,Spec-00026801,"4","SPECIFICATION FOR LME: EL-LB-HICHPLC-CNTO4424 (SHARED - LB, SC)",C,"SPECIFICATION FOR LME: EL-LB-HICHPLC-CNTO4424 (SHARED - LB, SC)","22/Nov/2023 - sshank28 (GVW) - Update of Specification report as per LCRF.
1. Added parameter list INCUBATION TIME C.
2. Updated Method Reference for parameter list WL-HIC-REFSTD.",,,sshank28,sademosk,As per LCRF,,Sun Nov 26 14:37:00 EST 2023,DIL HIC REAGENTS,Component 15,DIL HIC REAGENTS : Component 15,INH,>= 10.0,,uL,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b2-0bee-7a67-a71f-9f3a0d38eacb-123-Spec-00026801|3|8N 14NC|DIL HIC REAGENTS : Component 15|INH|>=|10.0|||UL","019276b2-0bee-7a67-a71f-9f3a0d38eacb","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00026801|3|8N 14NC|DIL HIC REAGENTS : Component 15|INH|>=|10.0|||UL,Spec-00026801,"3","SPECIFICATION FOR LME: EL-LB-HICHPLC-CNTO4424 (SHARED - LB, SC)",A,"SPECIFICATION FOR LME: EL-LB-HICHPLC-CNTO4424 (SHARED - LB, SC)","spetrasc - 11.FEB.22

ETS#2061091
Added "" (SHARED - LB, SC)"" Description and name.
Added Site Schaffhausen to Parameter DIL HIC REAGENTS (v1) 8N 14NC",,,spetrasc,nsatzing,ETS2061091,,Mon Feb 21 06:00:00 EST 2022,DIL HIC REAGENTS,Component 15,DIL HIC REAGENTS : Component 15,INH,>= 10.0,,uL,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b2-6294-7e5b-be4f-7fcd02ed588f-123-Spec-00043112|5|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b2-6294-7e5b-be4f-7fcd02ed588f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|5|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"5","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","30SEP24 TSHAH1 (QCOps) - Per LCRF,
(1) Removed Unit N/A of Component Sample Method ID, Sample pH  and Sample Endpoint of IC PH MEASUREMENT (v1) 2TEXT 3N parameter list.
(2) Updated CoA Translation of IC PH MEASUREMENT (v1) 2TEXT 3N parameter list.
",,,tshah1,mari1,Reviewed and Approved,TV-SPEC-69985,Mon Sep 30 15:14:40 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b2-7d41-7a8c-bcc3-df3928da41a4-123-Spec-00039784|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b2-7d41-7a8c-bcc3-df3928da41a4","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00039784|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00039784,"12",JNJ-61186372 160 MG/ML GEN2 SBL/CORK PPQ FORMULATED BULK (MM#310817; A3E/563475),A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB 160 MG/ML GEN2 SBL/CORK AND SBL-P4 PPQ AND POST-PPQ FORMULATED BULK   (GLOBAL MM#310817; A3E/563475),"PKuruva (GVW) - 02/Jul/2024 - CC 980841 + TASK000025155805 - Update of Specification as per LCRF.
1. Added CDS Name and CDS Interface for SE-HPLC parameter list.

",,,pkuruva,SKuijla2,GQS Reviewed/Approved,TV-SPEC-67179,Tue Jul 09 09:03:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b2-a370-7a09-b66f-3bfd0e58f8fb-123-Spec-00040098|18|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b2-a370-7a09-b66f-3bfd0e58f8fb","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|18|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"18",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"MSriniv4- 27-Aug-2024 - CAPA 001651- Color of Solution by Instrument-Updated Specification
-To include the parameter list IC COLOR INST SAMPLE-3NC 3T 3L.
-To replace method reference from TV-SOP-41700, TV-TMD-00748, TV-TMD-34698  to   TV-SOP-41700, TV-TMD-00748 for the parameter list COLOUR SOLUTION-3LIST

",,,msriniv4,SKuijla2,GQS Reviewed/Approved,TV-SPEC-67180,Thu Sep 12 08:23:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b2-bd59-730e-89f5-2e509746ec50-123-Spec-00043114|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b2-bd59-730e-89f5-2e509746ec50","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"3",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,A,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"30SEP24 TSHAH1 (QCOps) - Per site request, added following parameter lists for Phase 3 limits for Cork JSC,
DNA 1 (v1) 1N, 
HOST CELL PROTEIN 1 (v1) 1N 1TEXT, and 
ELISA 1 (v1) 1N 1TEXT.

",,,tshah1,Mcolli34,Reviewed/Approved,TV-SPEC-69986,Tue Oct 01 09:58:08 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-0a8c-7938-8a64-5ddcee78d1da-123-Spec-00040113|23|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-0a8c-7938-8a64-5ddcee78d1da","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|23|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"23",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"14-Aug-2024 lwerner3 (SC) - updated Spec-00040113 according to LCRF + CC#2330258

1. Changed the CoA translation for Parameter IC SUBVIS 11 (Parameter ID: ""Target Fill Volume"") as following: ""Target Fill Volume [mL]"" to ""Nominal Fill Volume""
2. Change Template for the BIOASSAY 15 from 4424_S_adcc to 4424_S_adccrtp
3. Change Template for the BIOASSAY from 4424_S_adccrtp to 4424_S_adcc


",,,lwerner3,tlinack,ETS 2330258+LCRF,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Thu Aug 15 10:01:43 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-100a-7d67-b225-d191c0ac0481-123-Spec-00040098|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-100a-7d67-b225-d191c0ac0481","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"10",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"tyasmeen (GVW) - 31/Jan/2024 - LM - CC 2267208 - Update of specification as per LCRF.
1. Removed NEW PEAKS and NEW PEAKS 1 Parameter lists from Mapping on Parameter section.
2. Added CDS Exclude for Parameter “Component 2 and Component 3” of CSDS NON-REDUCED Parameter and “Component 3” of CSDS REDUCED Parameter lists.",,,tyasmeen,Lwiertzb,Review and approval GQS by LCRF,TV-SPEC-67180,Thu Feb 01 10:32:13 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-100b-7a4b-a8c9-a57d9db8f25f-123-Spec-00040098|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-100b-7a4b-a8c9-a57d9db8f25f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|9|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"9",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"dpriyada (GVW) - 17/Jan/2024 - LM - Update of specification as LCRF.
1. Updated Display Format and Unit for parameters ""Unknown 1"" and ""Unknown 2"" of CIEF UNKNOWN parameter list.",,,dpriyada,mari1,Reviewed and Approved,TV-SPEC-67180,Wed Jan 17 15:01:36 EST 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-20e0-74e1-82cf-362011942eb2-123-Spec-00040113|7|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-20e0-74e1-82cf-362011942eb2","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|7|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"7",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE,"22-Nov-2023-tlinack (SC)-LCRF - Updated Specification to replace parameter lists
1. Removed limit on INT Limit Type for IC PH MEASUREMENT (v1) 2TEXT 3N, Component Sample Endpoint",,,tlinack,Mcolli34,Reviewed/Approved,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Nov 22 15:32:39 EST 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-a4ff-79b0-910c-e9a1e5924a7d-123-Spec-00040113|17|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-a4ff-79b0-910c-e9a1e5924a7d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|17|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"17",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"RKrish50(GVW) - 29-May-2024 - Schaffhausen Pharma - ETS# 2338885 - Update of Specification
1. To replaced the Parameter List ID IC COLOR INST SAMPLE - 1NC 3TC 3T 3L version 1 by version 2.

MVarghee (GVW) - 28/May/2024 - No changes made to this version.",,,MVarghee,tlinack,ETS# 2338885 ,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed May 29 16:09:34 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-a4ff-7fda-b9d0-0262fe41e757-123-Spec-00040113|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-a4ff-7fda-b9d0-0262fe41e757","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"1",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE,"09/Jun/2023 - tlinack (SC)
First version per TV-SPEC-67180 v1.0 and TV-VAL-256281 v2.0 according to ETS# 2078318",,,ARajmoh1,sademosk,ETS 2078318,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jun 21 07:18:27 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-af56-7e2c-9ef3-d4bc11b2e8b3-123-Spec-00043114|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-af56-7e2c-9ef3-d4bc11b2e8b3","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"1",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,A,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"pkalaimo (GVW) - 07/Aug/2024 - Upload of specification as per TruVault Document.


",,,pkalaimo,nchadwi2,GQS Review/Approval,TV-SPEC-69986,Tue Aug 20 06:00:00 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b3-c1e9-7858-875a-b8f5caf7af55-123-Spec-00040113|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b3-c1e9-7858-875a-b8f5caf7af55","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|3|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"3",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE,"21JUN2023 nchadwi2 (GQS) - updated display format of component ""Protein Conc"" of IC A280 SAMPLE (v1) 6N 4NC.  Updated thresholds of CIEF and CSDS NON-REDUCED TESTS to align with LCRF from ADSI.",,,nchadwi2,tlinack,update LOQs per LCRF,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jun 21 13:32:14 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b5-3386-7912-8292-ddd1b819ff96-123-Spec-00024855|3|25N|OLIGOSACCHARIDE MAP : Component 15|GLO|>|-99999|||%","019276b5-3386-7912-8292-ddd1b819ff96","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00024855|3|25N|OLIGOSACCHARIDE MAP : Component 15|GLO|>|-99999|||%,Spec-00024855,"3",JNJ 61186372 (CNTO4424) Phase 1b/2a FB Acceptance Criteria for MM# 307511,A,JNJ 61186372 (CNTO4424) Phase 1b/2a FB Stability Protocol and Acceptance Criteria for MM# 307511 Batches,TASK000017510105 amchugh2 15APR19  > Updated SMD reference to Version 3.0  > Replaced CSDS REDUCED (v1) CNTO4424 2N 1LIST with CSDS REDUCED 1 (v1) 3N 1LIST  > Updated CIEF (v1) 9N 1LIST 5 criteria  > Replaced OLIGOSACCHARIDE (v1) 1TEXT with OLIGOSACCHARIDE (v1) 25N  >Updated Display Format for POLYSORBATE (v1) 1 PCT,,,amchugh2,joconn40,,TV-TEC-100387,Mon Apr 29 11:57:40 EDT 2019,OLIGOSACCHARIDE MAP,Component 15,OLIGOSACCHARIDE MAP : Component 15,GLO,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b5-8bae-715d-99cb-a9edb0d1d530-123-Spec-00040098|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b5-8bae-715d-99cb-a9edb0d1d530","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|1|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"1",JNJ-61186372 SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - STAB,"25/May/2023 - dpriyada (GVW) - Upload of specification as per TruVault Document.
20JUN2023 wveen1 (GQS) aligned CoA translations with release Spec-00040113 v1",,,dpriyada,nchadwi2,GQS Review/Approval,TV-SPEC-67180,Wed Jun 21 15:36:16 EDT 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b6-0903-7216-b343-6645070c54c5-123-Spec-00040113|8|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b6-0903-7216-b343-6645070c54c5","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|8|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"8",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DP,A,"SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PROCESS PERFORMANCE QUALIFICATION DRUG PRODUCT - RELEASE - (SHARED LB, SC)","30/Nov/2023 - dpriyada (GVW) - Update of specification as per LCRF.
1. Updated DP for parameter ""Component 2"" of BIOASSAY 2 parameter list.
2. Updated Specification Name.",,,dpriyada,nchadwi2,GQS Review/Approval,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Fri Dec 01 10:44:06 EST 2023,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019276b6-0903-7d08-82aa-6ae75e4a1f52-123-Spec-00040113|14|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019276b6-0903-7d08-82aa-6ae75e4a1f52","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|14|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"14",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"03/May/2024 - tlinack(SC) - Update of specification report.
1. Update SMD Reference from TV-TEC-250649 v3.0 to TV-TEC-250649 v4.0 at INH and IPC Limit Type


",,,tlinack,lwerner3,updated to TV-TEC-250649 v4.0,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Mon May 06 11:06:31 EDT 2024,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
